DBYHS_SPCHCKN,WIND_SPEED,AIR_VELOCITY,TEMPERATURE,HUMIDITY,ILLUMINATION_INTENSITY,CARBON_DIOXIDE
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
1,0.0,0.0,20.45,98.09,0.0,645.63
