DBYHS_SPCHCKN,WIND_SPEED,AIR_VELOCITY,TEMPERATURE,HUMIDITY,ILLUMINATION_INTENSITY,CARBON_DIOXIDE
1,0.0,0.0,20.74,98.1,0.0,866.52
1,0.0,0.0,20.56,98.02,0.0,856.56
1,0.0,0.0,20.53,98.04,0.0,740.81
1,0.0,0.0,20.72,97.82,0.0,636.76
1,0.0,0.0,20.58,98.24,0.0,635.53
1,0.0,0.0,20.62,97.89,0.0,637.56
1,0.0,0.0,20.64,98.23,0.0,635.9
1,0.0,0.0,20.53,98.22,0.0,635.79
1,0.0,0.0,20.53,98.22,0.0,635.79
1,0.0,0.0,20.8,97.85,0.0,638.35
1,0.0,0.0,20.8,97.85,0.0,638.35
1,0.0,0.0,20.4,98.23,0.0,635.58
1,0.0,0.0,20.4,98.23,0.0,635.58
1,0.0,0.0,20.75,97.98,0.0,639.63
1,0.0,0.0,20.52,98.16,0.0,639.61
1,0.0,0.0,20.48,98.01,0.0,640.52
1,0.0,0.0,20.48,98.01,0.0,640.52
1,0.0,0.0,20.46,98.22,0.0,744.35
1,0.0,0.0,20.83,97.97,0.0,715.33
1,0.0,0.0,20.83,97.97,0.0,715.33
1,0.0,0.0,20.48,98.31,0.0,685.24
1,0.0,0.0,20.48,98.31,0.0,685.24
1,0.0,0.0,20.82,98.03,0.0,667.17
1,0.0,0.0,20.82,98.03,0.0,667.17
1,0.0,0.0,20.59,98.42,0.0,816.96
1,0.0,0.0,20.59,98.42,0.0,816.96
1,0.0,0.0,20.79,98.41,0.0,935.17
1,0.0,0.0,20.79,98.41,0.0,935.17
1,0.0,0.0,20.7,98.29,0.0,1035.74
1,0.0,0.0,20.7,98.29,0.0,1035.74
1,0.0,0.0,20.58,98.41,0.0,1012.08
1,0.0,0.0,20.58,98.41,0.0,1012.08
1,0.0,0.0,20.58,98.41,0.0,1012.08
1,0.0,0.0,20.58,98.41,0.0,1012.08
1,0.0,0.0,20.85,98.18,0.0,844.82
1,0.0,0.0,20.85,98.18,0.0,844.82
1,0.0,0.0,20.85,98.18,0.0,844.82
1,0.0,0.0,20.48,98.37,0.0,763.29
1,0.0,0.0,20.48,98.37,0.0,763.29
1,0.0,0.0,20.48,98.37,0.0,763.29
1,0.0,0.0,20.84,98.03,0.0,711.32
1,0.0,0.0,20.84,98.03,0.0,711.32
1,0.0,0.0,20.46,98.26,0.0,686.32
1,0.0,0.0,18.87,97.66,0.0,639.97
1,0.0,0.0,20.78,97.83,0.0,655.8
1,0.0,0.0,20.55,97.8,0.0,705.2
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.53,98.04,0.0,740.81
1,0.0,0.0,20.58,98.24,0.0,635.53
1,0.0,0.0,20.58,98.24,0.0,635.53
1,0.0,0.0,20.58,98.24,0.0,635.53
1,0.0,0.0,20.62,97.89,0.0,637.56
1,0.0,0.0,20.64,98.23,0.0,635.9
1,0.0,0.0,20.64,98.23,0.0,635.9
1,0.0,0.0,20.53,98.22,0.0,635.79
1,0.0,0.0,20.8,97.85,0.0,638.35
1,0.0,0.0,20.8,97.85,0.0,638.35
1,0.0,0.0,20.4,98.23,0.0,635.58
1,0.0,0.0,20.4,98.23,0.0,635.58
1,0.0,0.0,20.4,98.23,0.0,635.58
1,0.0,0.0,20.52,98.16,0.0,639.61
1,0.0,0.0,20.52,98.16,0.0,639.61
1,0.0,0.0,20.48,98.01,0.0,640.52
1,0.0,0.0,20.48,98.01,0.0,640.52
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.83,97.97,0.0,715.33
1,0.0,0.0,20.83,97.97,0.0,715.33
1,0.0,0.0,20.48,98.31,0.0,685.24
1,0.0,0.0,20.48,98.31,0.0,685.24
1,0.0,0.0,20.82,98.03,0.0,667.17
1,0.0,0.0,20.58,98.41,0.0,1012.08
1,0.0,0.0,20.58,98.41,0.0,1012.08
1,0.0,0.0,20.85,98.18,0.0,844.82
1,0.0,0.0,20.48,98.37,0.0,763.29
1,0.0,0.0,20.84,98.03,0.0,711.32
1,0.0,0.0,20.84,98.03,0.0,711.32
1,0.0,0.0,20.84,98.03,0.0,711.32
1,0.0,0.0,20.8,98.02,0.0,667.33
1,0.0,0.0,20.44,98.21,0.0,660.57
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.42,98.43,0.0,1028.1
1,0.0,0.0,20.56,98.02,0.0,856.56
1,0.0,0.0,20.56,98.02,0.0,856.56
1,0.0,0.0,20.56,98.02,0.0,856.56
1,0.0,0.0,20.56,98.02,0.0,856.56
1,0.0,0.0,20.56,98.02,0.0,856.56
1,0.0,0.0,20.56,98.02,0.0,856.56
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,97.85,0.0,659.16
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.75,98.0,0.0,817.02
1,0.0,0.0,20.79,98.13,0.0,760.06
1,0.0,0.0,20.79,98.13,0.0,760.06
1,0.0,0.0,20.79,98.13,0.0,760.06
1,0.0,0.0,20.79,98.13,0.0,760.06
