DBYHS_SPCHCKN,WIND_SPEED,AIR_VELOCITY,TEMPERATURE,HUMIDITY,ILLUMINATION_INTENSITY,CARBON_DIOXIDE
4,0.0,0.0,20.56,98.02,0.0,856.56
4,0.0,0.0,20.56,98.02,0.0,856.56
4,0.0,0.0,20.56,98.02,0.0,856.56
4,0.0,0.0,20.56,98.02,0.0,856.56
4,0.0,0.0,20.56,98.02,0.0,856.56
4,0.0,0.0,20.56,98.02,0.0,856.56
4,0.0,0.0,20.56,98.02,0.0,856.56
4,0.0,0.0,20.7,98.29,0.0,1035.74
4,0.0,0.0,20.7,98.29,0.0,1035.74
4,0.0,0.0,20.7,98.29,0.0,1035.74
4,0.0,0.0,20.7,98.29,0.0,1035.74
4,0.0,0.0,20.7,98.29,0.0,1035.74
4,0.0,0.0,20.7,98.29,0.0,1035.74
4,0.0,0.0,20.7,98.29,0.0,1035.74
4,0.0,0.0,19.53,95.07,0.0,771.48
4,0.0,0.0,19.53,95.07,0.0,771.48
4,0.0,0.0,19.53,95.07,0.0,771.48
4,0.0,0.0,19.53,95.07,0.0,771.48
4,0.0,0.0,19.53,95.07,0.0,771.48
4,0.0,0.0,19.76,95.66,0.0,806.28
4,0.0,0.0,19.76,95.66,0.0,806.28
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
4,0.0,0.0,19.75,95.55,0.0,793.05
